Scenario,Sensor_Type,Occupancy_Count,Crowd_Density_Level,Detection_Time_sec,Peak_Hazard_Exposure_percent,Evacuation_Time_sec,Success_Rate_percent,Decision_Node,Adaptive_Route_ID,Flow_Pattern_Score,Evacuation_Strategy_Type,Comment,Occupancy_Normalized,Density_Normalized,Hazard_Normalized,Combined_Avg,Route_Status
Platform Fire,Environmental Sensor,662,0.81,5.28,12.72,350.0,98.24,Edge-Node-2,2,0.53,Priority-Based,High congestion observed,0.31400718317085685,0.788888888888889,0.40151515151515155,0.5014704078582991,Congested
Panic Chain Reaction,RFID Log,896,0.69,4.77,20.49,413.0,94.67,Edge-Node-2,19,0.683,Priority-Based,Crowd flow unstable,0.4340687532067727,0.6555555555555554,0.646780303030303,0.5788015372642104,Dangerous
Station Flooding,CCTV,1725,0.98,3.55,9.27,343.0,101.11,Edge-Node-1,15,0.299,Adaptive,Potential hazard identified,0.8594150846587993,0.9777777777777779,0.29261363636363635,0.7099354996000712,Dangerous
Station Flooding,WiFi Log,1923,0.67,3.88,19.3,325.0,95.9,Edge-Node-1,3,0.939,Priority-Based,High congestion observed,0.9610056439199589,0.6333333333333334,0.6092171717171718,0.7345187163234881,Dangerous
Panic Chain Reaction,Environmental Sensor,713,0.55,2.02,19.64,353.0,97.91,Edge-Node-2,14,0.36,Adaptive,Crowd flow unstable,0.3401744484350949,0.5,0.619949494949495,0.48670798112819663,Congested
Electrical Fire,Smoke Sensor,933,0.4,3.4,11.79,285.0,97.29,Edge-Node-1,15,0.276,Adaptive,Normal conditions,0.4530528476141611,0.33333333333333337,0.3721590909090909,0.38618175728552845,Optimal
Electrical Fire,WiFi Log,1894,0.67,5.93,14.43,284.0,95.36,Edge-Node-3,6,0.28,Leader-Based,Crowd flow unstable,0.9461262185736274,0.6333333333333334,0.45549242424242425,0.6783173253831284,Dangerous
Platform Fire,WiFi Log,1463,0.26,4.97,18.89,330.0,98.26,Edge-Node-3,15,0.27,Priority-Based,Potential hazard identified,0.7249871729091841,0.1777777777777778,0.5962752525252526,0.49968006773740486,Congested
Station Flooding,Environmental Sensor,1026,0.39,4.51,11.16,341.0,97.45,Edge-Node-1,16,0.503,Priority-Based,Crowd flow unstable,0.5007696254489482,0.32222222222222224,0.3522727272727273,0.3917548583146326,Optimal
Electrical Fire,Heat Sensor,1415,0.73,2.97,17.41,347.0,92.62,Edge-Node-1,7,0.931,Leader-Based,High congestion observed,0.7003591585428425,0.7,0.5495580808080809,0.6499724131169744,Dangerous
Platform Fire,Smoke Sensor,1815,0.1,3.87,9.97,376.0,94.17,Edge-Node-2,18,0.561,Adaptive,Normal conditions,0.90559261159569,0.0,0.314709595959596,0.4067674025184287,Optimal
Panic Chain Reaction,RFID Log,1344,0.42,3.32,21.41,395.0,95.57,Edge-Node-2,19,0.752,Priority-Based,Normal conditions,0.663930220625962,0.35555555555555557,0.6758207070707071,0.5651021610840748,Dangerous
Panic Chain Reaction,Environmental Sensor,1063,0.62,3.9,22.02,335.0,97.11,Edge-Node-1,9,0.771,Leader-Based,Crowd flow unstable,0.5197537198563366,0.5777777777777777,0.6950757575757576,0.597535751736624,Dangerous
Sudden Overcrowding,Heat Sensor,1752,0.45,4.1,19.6,353.0,98.17,Edge-Node-2,9,0.864,Adaptive,Crowd flow unstable,0.8732683427398665,0.3888888888888889,0.6186868686868687,0.6269480334385414,Dangerous
Electrical Fire,Smoke Sensor,1656,0.18,4.34,25.16,394.0,97.59,Edge-Node-2,10,0.813,Adaptive,High congestion observed,0.8240123140071831,0.08888888888888889,0.7941919191919192,0.5690310406959971,Dangerous
Panic Chain Reaction,RFID Log,1900,0.4,3.72,16.29,319.0,96.4,Edge-Node-1,16,0.553,Priority-Based,High congestion observed,0.9492047203694202,0.33333333333333337,0.5142045454545454,0.5989141997190996,Dangerous
Station Flooding,WiFi Log,521,0.8,3.89,18.37,393.0,95.84,Edge-Node-2,2,0.621,Priority-Based,Potential hazard identified,0.24166239096972805,0.7777777777777778,0.5798611111111112,0.533100426619539,Congested
Sudden Overcrowding,WiFi Log,1460,0.37,3.81,20.22,299.0,99.49,Edge-Node-2,14,0.555,Leader-Based,Potential hazard identified,0.7234479220112878,0.30000000000000004,0.6382575757575758,0.5539018325896211,Dangerous
Electrical Fire,Environmental Sensor,371,0.15,3.37,10.52,319.0,95.81,Edge-Node-1,14,0.507,Adaptive,Normal conditions,0.1646998460749102,0.05555555555555554,0.33207070707070707,0.18410870290039094,Optimal
Electrical Fire,RFID Log,1432,0.48,4.54,17.95,307.0,96.64,Edge-Node-2,19,0.57,Leader-Based,Sensor alert triggered,0.7090815802975885,0.4222222222222222,0.5666035353535354,0.5659691126244487,Dangerous
Station Flooding,Smoke Sensor,1574,0.85,3.47,18.69,379.0,92.03,Edge-Node-3,8,0.902,Adaptive,High congestion observed,0.7819394561313494,0.8333333333333333,0.5899621212121213,0.7350783035589347,Dangerous
Sudden Overcrowding,Environmental Sensor,121,0.52,3.46,20.67,362.0,99.9,Edge-Node-2,2,0.621,Leader-Based,Crowd flow unstable,0.036428937916880455,0.46666666666666673,0.6524621212121213,0.3851859085985561,Optimal
Panic Chain Reaction,Smoke Sensor,1036,0.74,2.99,13.74,241.0,94.44,Edge-Node-2,5,0.655,Priority-Based,High congestion observed,0.5059004617752694,0.7111111111111111,0.43371212121212127,0.5502412313661672,Congested
Electrical Fire,WiFi Log,1737,0.67,2.09,9.09,390.0,99.36,Edge-Node-1,10,0.655,Leader-Based,Potential hazard identified,0.8655720882503848,0.6333333333333334,0.2869318181818182,0.5952790799218455,Dangerous
Panic Chain Reaction,RFID Log,604,1.0,4.47,15.59,300.0,97.98,Edge-Node-1,17,0.737,Adaptive,Normal conditions,0.2842483324781939,1.0,0.4921085858585859,0.5921189727789266,Dangerous
Tunnel Smoke,Heat Sensor,1668,0.22,4.92,16.76,452.0,96.9,Edge-Node-3,15,0.607,Priority-Based,Potential hazard identified,0.8301693175987686,0.13333333333333336,0.5290404040404041,0.497514351657502,Congested
Panic Chain Reaction,Environmental Sensor,120,0.52,3.2,15.05,425.0,92.26,Edge-Node-2,5,0.439,Priority-Based,Sensor alert triggered,0.03591585428424833,0.46666666666666673,0.4750631313131314,0.3258818840880155,Optimal
Electrical Fire,Smoke Sensor,404,0.9,4.56,10.97,371.0,98.93,Edge-Node-1,3,0.208,Priority-Based,High congestion observed,0.1816316059517701,0.8888888888888888,0.34627525252525254,0.47226524912197054,Congested
Station Flooding,Heat Sensor,184,0.91,3.18,13.24,407.0,98.83,Edge-Node-1,9,0.81,Leader-Based,Sensor alert triggered,0.06875320677270395,0.9000000000000001,0.417929292929293,0.4622274999006657,Congested
Platform Fire,Heat Sensor,635,0.77,4.04,16.78,395.0,98.18,Edge-Node-2,15,0.91,Adaptive,Normal conditions,0.30015392508978966,0.7444444444444445,0.5296717171717172,0.5247566955686503,Congested
Platform Fire,Heat Sensor,447,0.38,2.33,15.2,349.0,95.96,Edge-Node-2,18,0.523,Priority-Based,Potential hazard identified,0.20369420215495124,0.3111111111111111,0.4797979797979798,0.3315344310213474,Optimal
Station Flooding,CCTV,487,0.97,5.34,8.44,404.0,97.09,Edge-Node-3,14,0.581,Priority-Based,High congestion observed,0.224217547460236,0.9666666666666666,0.26641414141414144,0.4857661185136813,Congested
Panic Chain Reaction,Heat Sensor,1530,0.82,5.0,13.7,377.0,99.65,Edge-Node-2,3,0.736,Priority-Based,Normal conditions,0.7593637762955362,0.7999999999999999,0.432449494949495,0.663937757081677,Dangerous
Tunnel Smoke,Heat Sensor,1562,0.34,6.51,8.71,381.0,95.4,Edge-Node-2,15,0.499,Priority-Based,Normal conditions,0.775782452539764,0.2666666666666667,0.27493686868686873,0.4391286626310998,Congested
Sudden Overcrowding,Environmental Sensor,1883,0.58,3.06,12.38,347.0,97.13,Edge-Node-1,8,0.662,Priority-Based,High congestion observed,0.9404822986146741,0.5333333333333332,0.39078282828282834,0.6215328200769452,Dangerous
Station Flooding,WiFi Log,1710,0.5,4.66,14.52,394.0,94.94,Edge-Node-1,2,0.364,Priority-Based,High congestion observed,0.8517188301693176,0.4444444444444445,0.45833333333333337,0.5848322026490318,Dangerous
Electrical Fire,RFID Log,1293,0.56,2.72,10.07,371.0,100.82,Edge-Node-2,15,0.834,Adaptive,Normal conditions,0.6377629553617239,0.5111111111111112,0.31786616161616166,0.48891340936299893,Congested
Electrical Fire,RFID Log,1508,0.69,3.47,11.68,286.0,98.68,Edge-Node-2,16,0.454,Leader-Based,Crowd flow unstable,0.7480759363776295,0.6555555555555554,0.3686868686868687,0.5907727868733512,Dangerous
Panic Chain Reaction,Heat Sensor,1901,0.28,3.31,15.29,320.0,94.86,Edge-Node-1,12,0.402,Leader-Based,Evacuation improving,0.9497178040020523,0.20000000000000007,0.4826388888888889,0.5441188976303137,Congested
Panic Chain Reaction,WiFi Log,177,0.58,4.81,9.66,322.0,97.67,Edge-Node-2,16,0.875,Priority-Based,High congestion observed,0.06516162134427912,0.5333333333333332,0.30492424242424243,0.3011397323672849,Optimal
Platform Fire,Environmental Sensor,934,0.2,3.55,16.03,352.0,92.78,Edge-Node-2,18,0.24,Adaptive,Sensor alert triggered,0.45356593124679323,0.11111111111111112,0.5059974747474748,0.3568915057017931,Optimal
Electrical Fire,Environmental Sensor,536,0.33,1.88,15.37,380.0,96.44,Edge-Node-3,2,0.242,Adaptive,Sensor alert triggered,0.24935864545920985,0.2555555555555556,0.48516414141414144,0.33002611414296895,Optimal
Station Flooding,CCTV,59,0.36,5.66,11.02,381.0,95.11,Edge-Node-3,6,0.555,Leader-Based,Normal conditions,0.004617752693689071,0.2888888888888889,0.34785353535353536,0.21378672564537113,Optimal
Tunnel Smoke,Environmental Sensor,1015,0.49,3.67,16.42,366.0,99.31,Edge-Node-3,9,0.847,Leader-Based,High congestion observed,0.4951257054899949,0.4333333333333334,0.5183080808080809,0.48225570654380306,Congested
Sudden Overcrowding,Smoke Sensor,1624,0.72,3.17,11.31,354.0,94.57,Edge-Node-1,4,0.231,Priority-Based,High congestion observed,0.8075936377629553,0.6888888888888889,0.3570075757575758,0.6178300341364733,Dangerous
Electrical Fire,RFID Log,260,0.66,6.09,11.88,394.0,94.72,Edge-Node-2,9,0.701,Adaptive,Sensor alert triggered,0.10774756285274499,0.6222222222222222,0.37500000000000006,0.3683232616916558,Optimal
Sudden Overcrowding,Smoke Sensor,838,0.35,3.15,17.26,354.0,101.6,Edge-Node-3,2,0.817,Adaptive,Normal conditions,0.4043099025141098,0.2777777777777778,0.5448232323232324,0.40897030420504005,Optimal
Panic Chain Reaction,Smoke Sensor,1001,0.48,6.38,20.14,315.0,94.73,Edge-Node-3,1,0.49,Adaptive,Evacuation improving,0.4879425346331452,0.4222222222222222,0.6357323232323233,0.5152990266958969,Congested
Station Flooding,Heat Sensor,463,0.58,4.06,9.16,401.0,98.0,Edge-Node-1,17,0.54,Leader-Based,High congestion observed,0.21190354027706515,0.5333333333333332,0.28914141414141414,0.3447927625839375,Optimal
Sudden Overcrowding,CCTV,781,0.23,4.08,13.08,366.0,96.7,Edge-Node-2,4,0.629,Leader-Based,Evacuation improving,0.375064135454079,0.1444444444444445,0.4128787878787879,0.3107957892591038,Optimal
Panic Chain Reaction,Smoke Sensor,847,0.44,3.66,14.55,337.0,95.32,Edge-Node-1,5,0.875,Adaptive,Normal conditions,0.4089276552077989,0.3777777777777778,0.4592803030303031,0.41532857867196,Optimal
Platform Fire,WiFi Log,191,0.6,2.91,12.65,340.0,94.56,Edge-Node-3,17,0.719,Leader-Based,Normal conditions,0.07234479220112879,0.5555555555555555,0.3993055555555556,0.3424019677707466,Optimal
Electrical Fire,RFID Log,249,0.38,3.71,22.91,376.0,94.88,Edge-Node-2,14,0.857,Adaptive,High congestion observed,0.10210364289379169,0.3111111111111111,0.7231691919191919,0.3787946486413649,Optimal
Station Flooding,CCTV,1744,0.92,3.84,20.77,350.0,95.14,Edge-Node-1,17,0.351,Adaptive,Crowd flow unstable,0.8691636736788096,0.9111111111111112,0.6556186868686869,0.8119644905528692,Dangerous
Sudden Overcrowding,CCTV,1133,0.59,5.13,13.87,333.0,96.36,Edge-Node-2,11,0.475,Adaptive,High congestion observed,0.5556695741405849,0.5444444444444444,0.4378156565656566,0.5126432250502286,Congested
Panic Chain Reaction,WiFi Log,1291,0.66,4.77,7.72,331.0,96.6,Edge-Node-3,15,0.204,Adaptive,High congestion observed,0.6367367880964597,0.6222222222222222,0.2436868686868687,0.5008819596685169,Congested
Panic Chain Reaction,Environmental Sensor,1868,0.24,3.74,18.7,393.0,95.07,Edge-Node-1,11,0.764,Priority-Based,Sensor alert triggered,0.9327860441251924,0.15555555555555556,0.5902777777777778,0.5595397924861752,Dangerous
Panic Chain Reaction,CCTV,1242,0.27,4.61,16.76,302.0,95.75,Edge-Node-2,2,0.746,Leader-Based,High congestion observed,0.6115956900974858,0.18888888888888894,0.5290404040404041,0.4431749943422596,Congested
Platform Fire,Smoke Sensor,1838,0.87,3.81,5.12,326.0,97.78,Edge-Node-1,5,0.942,Leader-Based,Sensor alert triggered,0.9173935351462288,0.8555555555555555,0.16161616161616163,0.644855084105982,Dangerous
Tunnel Smoke,RFID Log,313,0.15,1.47,14.14,339.0,96.31,Edge-Node-1,13,0.305,Leader-Based,Normal conditions,0.1349409953822473,0.05555555555555554,0.44633838383838387,0.21227831159206223,Optimal
Tunnel Smoke,Smoke Sensor,1164,0.48,2.19,16.76,387.0,101.67,Edge-Node-2,17,0.351,Adaptive,High congestion observed,0.5715751667521806,0.4222222222222222,0.5290404040404041,0.5076125976716023,Congested
Panic Chain Reaction,WiFi Log,1527,0.31,3.33,18.41,363.0,102.09,Edge-Node-2,11,0.35,Leader-Based,Sensor alert triggered,0.7578245253976398,0.23333333333333334,0.5811237373737375,0.5240938653682369,Congested
Tunnel Smoke,Heat Sensor,1040,0.42,3.32,15.13,369.0,95.48,Edge-Node-1,11,0.916,Leader-Based,High congestion observed,0.5079527963057978,0.35555555555555557,0.47758838383838387,0.44703224523324575,Congested
Panic Chain Reaction,Environmental Sensor,673,0.29,2.07,14.61,381.0,96.38,Edge-Node-2,5,0.353,Adaptive,High congestion observed,0.31965110312981015,0.21111111111111108,0.46117424242424243,0.3306454855550545,Optimal
Tunnel Smoke,Heat Sensor,104,0.43,1.29,12.81,349.0,96.52,Edge-Node-1,13,0.422,Leader-Based,Crowd flow unstable,0.027706516162134428,0.3666666666666667,0.40435606060606066,0.26624308114495393,Optimal
Platform Fire,Environmental Sensor,985,0.13,2.83,19.64,355.0,96.84,Edge-Node-2,9,0.756,Adaptive,Crowd flow unstable,0.4797331965110313,0.03333333333333334,0.619949494949495,0.3776720082646199,Optimal
Electrical Fire,Smoke Sensor,638,0.28,4.65,14.12,313.0,96.66,Edge-Node-3,19,0.781,Adaptive,Crowd flow unstable,0.30169317598768597,0.20000000000000007,0.4457070707070707,0.31580008223158557,Optimal
Panic Chain Reaction,Environmental Sensor,1516,0.71,3.53,9.95,386.0,97.0,Edge-Node-1,7,0.559,Priority-Based,Evacuation improving,0.7521806054386865,0.6777777777777777,0.3140782828282828,0.581345555348249,Dangerous
Panic Chain Reaction,WiFi Log,633,0.11,5.9,17.4,345.0,97.22,Edge-Node-1,11,0.551,Adaptive,Crowd flow unstable,0.2991277578245254,0.011111111111111113,0.5492424242424242,0.28649376439268687,Optimal
Tunnel Smoke,Smoke Sensor,210,0.5,4.73,23.09,317.0,96.94,Edge-Node-3,15,0.845,Leader-Based,High congestion observed,0.08209338122113904,0.4444444444444445,0.7288510101010102,0.41846294525553124,Optimal
Panic Chain Reaction,RFID Log,1003,0.94,3.58,23.78,324.0,98.32,Edge-Node-2,13,0.355,Priority-Based,Evacuation improving,0.48896870189840946,0.9333333333333333,0.7506313131313133,0.7243111161210187,Dangerous
Station Flooding,Smoke Sensor,1646,0.45,5.65,15.85,318.0,98.75,Edge-Node-1,10,0.528,Leader-Based,High congestion observed,0.818881477680862,0.3888888888888889,0.5003156565656566,0.5693620077118025,Dangerous
Electrical Fire,WiFi Log,505,0.28,5.73,0.63,348.0,97.92,Edge-Node-1,8,0.379,Adaptive,Potential hazard identified,0.2334530528476141,0.20000000000000007,0.01988636363636364,0.1511131388279926,Optimal
Sudden Overcrowding,Smoke Sensor,907,0.35,3.63,5.23,403.0,100.05,Edge-Node-1,9,0.674,Adaptive,High congestion observed,0.439712673165726,0.2777777777777778,0.16508838383838387,0.2941929449272959,Optimal
Station Flooding,CCTV,150,0.74,3.9,15.97,394.0,94.31,Edge-Node-2,5,0.921,Priority-Based,Evacuation improving,0.051308363263211906,0.7111111111111111,0.5041035353535354,0.42217433657595277,Optimal
Sudden Overcrowding,WiFi Log,112,0.77,4.93,20.24,290.0,92.2,Edge-Node-2,2,0.883,Adaptive,Potential hazard identified,0.031811185223191374,0.7444444444444445,0.6388888888888888,0.4717148395188415,Congested
Panic Chain Reaction,CCTV,1853,0.86,5.51,17.76,384.0,97.04,Edge-Node-1,9,0.639,Adaptive,Potential hazard identified,0.9250897896357105,0.8444444444444444,0.5606060606060607,0.7767134315620718,Dangerous
Sudden Overcrowding,WiFi Log,854,0.78,4.4,10.51,331.0,94.7,Edge-Node-3,17,0.369,Leader-Based,Potential hazard identified,0.4125192406362237,0.7555555555555555,0.3317550505050505,0.4999432822322765,Congested
Sudden Overcrowding,CCTV,1302,0.56,4.98,12.57,370.0,95.12,Edge-Node-1,17,0.659,Leader-Based,High congestion observed,0.642380708055413,0.5111111111111112,0.39678030303030304,0.5167573740656091,Congested
Platform Fire,RFID Log,214,0.3,5.69,18.29,325.0,97.18,Edge-Node-1,1,0.222,Adaptive,Crowd flow unstable,0.08414571575166752,0.2222222222222222,0.5773358585858586,0.2945679321865828,Optimal
Platform Fire,WiFi Log,1049,0.45,4.15,8.72,294.0,99.01,Edge-Node-2,5,0.754,Adaptive,High congestion observed,0.512570548999487,0.3888888888888889,0.2752525252525253,0.392237321046967,Optimal
Electrical Fire,CCTV,1366,0.73,3.02,10.64,320.0,96.99,Edge-Node-2,13,0.671,Priority-Based,Potential hazard identified,0.6752180605438687,0.7,0.3358585858585859,0.5703588821341515,Dangerous
Platform Fire,Environmental Sensor,312,0.55,6.0,20.04,388.0,96.7,Edge-Node-3,19,0.735,Adaptive,High congestion observed,0.13442791174961516,0.5,0.6325757575757576,0.4223345564417909,Congested
Panic Chain Reaction,RFID Log,1261,0.19,5.55,18.66,332.0,97.7,Edge-Node-2,5,0.56,Adaptive,Sensor alert triggered,0.6213442791174961,0.09999999999999999,0.5890151515151516,0.4367864768775493,Congested
Panic Chain Reaction,WiFi Log,1575,0.15,3.15,20.94,374.0,96.39,Edge-Node-1,6,0.285,Priority-Based,Evacuation improving,0.7824525397639815,0.05555555555555554,0.6609848484848486,0.4996643146014619,Congested
Sudden Overcrowding,Heat Sensor,1996,0.34,5.86,22.78,367.0,99.34,Edge-Node-2,16,0.287,Leader-Based,Sensor alert triggered,0.9984607491021037,0.2666666666666667,0.7190656565656567,0.6613976907781424,Dangerous
Tunnel Smoke,RFID Log,638,0.52,3.76,10.21,366.0,97.78,Edge-Node-3,18,0.648,Priority-Based,Sensor alert triggered,0.30169317598768597,0.46666666666666673,0.3222853535353536,0.36354839872990213,Optimal
Tunnel Smoke,WiFi Log,560,0.9,5.5,14.3,273.0,99.97,Edge-Node-2,15,0.551,Leader-Based,Potential hazard identified,0.2616726526423807,0.8888888888888888,0.45138888888888895,0.5339834768067195,Congested
Tunnel Smoke,CCTV,875,0.2,4.4,24.0,354.0,95.85,Edge-Node-3,18,0.376,Leader-Based,Evacuation improving,0.4232939969214982,0.11111111111111112,0.7575757575757576,0.4306602885361223,Congested
Sudden Overcrowding,Heat Sensor,1727,0.83,4.94,18.11,296.0,99.19,Edge-Node-3,17,0.277,Adaptive,Evacuation improving,0.8604412519240636,0.811111111111111,0.5716540404040404,0.7477354678130718,Dangerous
Panic Chain Reaction,CCTV,1553,0.86,5.12,12.12,340.0,96.48,Edge-Node-3,9,0.838,Adaptive,Evacuation improving,0.7711646998460748,0.8444444444444444,0.38257575757575757,0.6660616339554256,Dangerous
Station Flooding,CCTV,1592,0.88,5.52,12.6,325.0,96.94,Edge-Node-2,15,0.244,Priority-Based,Potential hazard identified,0.7911749615187276,0.8666666666666667,0.39772727272727276,0.6851896336375557,Dangerous
Sudden Overcrowding,Smoke Sensor,1973,0.3,5.78,20.52,405.0,99.75,Edge-Node-1,1,0.714,Leader-Based,Normal conditions,0.986659825551565,0.2222222222222222,0.6477272727272727,0.6188697735003533,Dangerous
Tunnel Smoke,CCTV,382,0.84,6.82,13.14,318.0,95.88,Edge-Node-3,8,0.673,Adaptive,Evacuation improving,0.1703437660338635,0.8222222222222222,0.4147727272727273,0.46911290517627097,Congested
Platform Fire,CCTV,1336,0.72,4.0,15.04,376.0,98.03,Edge-Node-2,1,0.798,Leader-Based,Sensor alert triggered,0.6598255515649051,0.6888888888888889,0.47474747474747475,0.6078206384004229,Dangerous
Electrical Fire,Smoke Sensor,448,0.23,4.27,19.17,366.0,101.13,Edge-Node-3,15,0.413,Leader-Based,Evacuation improving,0.20420728578758335,0.1444444444444445,0.6051136363636365,0.31792178886522143,Optimal
Platform Fire,CCTV,618,0.55,3.72,19.91,327.0,100.22,Edge-Node-3,1,0.731,Priority-Based,Crowd flow unstable,0.29143150333504364,0.5,0.6284722222222223,0.473301241852422,Congested
Panic Chain Reaction,Heat Sensor,305,0.2,3.04,11.94,431.0,96.05,Edge-Node-2,4,0.23,Adaptive,High congestion observed,0.13083632632119033,0.11111111111111112,0.3768939393939394,0.20628045894208027,Optimal
Tunnel Smoke,Environmental Sensor,988,0.39,2.31,18.57,332.0,99.4,Edge-Node-1,8,0.344,Leader-Based,Normal conditions,0.4812724474089276,0.32222222222222224,0.5861742424242424,0.46322297068513074,Congested
