route,hour,day_of_week,is_weekend,temperature,is_raining,nearby_event,prev_passenger_count,passenger_count,vehicle_capacity,data_source,route_avg_demand,is_peak_hour,utilisation,day_name
Route 8 - Beach/Leisure,8,0,0,16.0,0,0,21,29,100,SYNTHETIC,27.1,1,0.29,Monday
Route 7 - Hospital Line,18,2,0,25.3,0,0,65,71,100,SYNTHETIC,37.7,1,0.71,Wednesday
Route 6 - Industrial Park,15,6,1,19.2,0,0,1,1,100,SYNTHETIC,45.9,0,0.01,Sunday
Route 1 - City Centre Express,15,0,0,23.2,1,0,36,36,100,SYNTHETIC,55.2,0,0.36,Monday
Route 7 - Hospital Line,20,1,0,24.1,0,0,54,24,100,SYNTHETIC,37.7,0,0.24,Tuesday
Route 7 - Hospital Line,21,5,1,22.8,1,0,16,12,100,SYNTHETIC,37.7,0,0.12,Saturday
Route 5 - South Connector,17,3,0,24.5,0,0,22,34,100,SYNTHETIC,24.6,1,0.34,Thursday
Route 3 - University Shuttle,14,0,0,13.2,0,0,29,18,100,SYNTHETIC,37.7,0,0.18,Monday
Route 10 - West Ring,13,3,0,12.7,0,0,18,19,100,SYNTHETIC,26.9,0,0.19,Thursday
Route 4 - North Suburbs,12,5,1,19.7,1,0,13,11,100,SYNTHETIC,30.0,0,0.11,Saturday
Route 3 - University Shuttle,11,2,0,19.9,1,0,25,24,100,SYNTHETIC,37.7,0,0.24,Wednesday
Route 8 - Beach/Leisure,12,2,0,15.8,1,0,16,22,100,SYNTHETIC,27.1,0,0.22,Wednesday
Route 5 - South Connector,7,4,0,21.9,0,0,4,47,100,SYNTHETIC,24.6,1,0.47,Friday
Route 6 - Industrial Park,7,4,0,27.3,0,0,17,83,100,SYNTHETIC,45.9,1,0.83,Friday
Route 7 - Hospital Line,18,6,1,29.5,0,0,41,37,100,SYNTHETIC,37.7,1,0.37,Sunday
Route 4 - North Suburbs,13,1,0,31.3,0,0,25,22,100,SYNTHETIC,30.0,0,0.22,Tuesday
Route 2 - Airport Link,20,1,0,9.5,0,0,46,20,100,SYNTHETIC,38.4,0,0.2,Tuesday
Route 2 - Airport Link,16,1,0,10.7,0,0,26,28,100,SYNTHETIC,38.4,0,0.28,Tuesday
Route 10 - West Ring,6,4,0,17.7,1,0,4,12,100,SYNTHETIC,26.9,0,0.12,Friday
Route 6 - Industrial Park,8,3,0,20.6,0,0,76,86,100,SYNTHETIC,45.9,1,0.86,Thursday
Route 5 - South Connector,8,2,0,18.1,0,1,66,65,100,SYNTHETIC,24.6,1,0.65,Wednesday
Route 4 - North Suburbs,22,4,0,15.6,0,0,13,2,100,SYNTHETIC,30.0,0,0.02,Friday
Route 8 - Beach/Leisure,9,2,0,17.6,1,0,29,21,100,SYNTHETIC,27.1,1,0.21,Wednesday
Route 10 - West Ring,14,1,0,23.9,1,0,25,23,100,SYNTHETIC,26.9,0,0.23,Tuesday
Route 8 - Beach/Leisure,20,3,0,9.4,0,0,35,13,100,SYNTHETIC,27.1,0,0.13,Thursday
Route 6 - Industrial Park,22,3,0,38.7,0,0,18,9,100,SYNTHETIC,45.9,0,0.09,Thursday
Route 5 - South Connector,9,2,0,20.2,0,0,47,29,100,SYNTHETIC,24.6,1,0.29,Wednesday
Route 9 - East Corridor,7,3,0,28.4,0,1,19,79,100,SYNTHETIC,35.6,1,0.79,Thursday
Route 9 - East Corridor,8,6,1,15.4,0,1,42,46,100,SYNTHETIC,35.6,1,0.46,Sunday
Route 4 - North Suburbs,7,1,0,24.6,1,0,14,60,100,SYNTHETIC,30.0,1,0.6,Tuesday
Route 10 - West Ring,8,1,0,20.8,0,1,57,66,100,SYNTHETIC,26.9,1,0.66,Tuesday
Route 9 - East Corridor,15,3,0,26.9,1,0,23,24,100,SYNTHETIC,35.6,0,0.24,Thursday
Route 9 - East Corridor,20,0,0,18.4,0,0,55,24,100,SYNTHETIC,35.6,0,0.24,Monday
Route 1 - City Centre Express,15,1,0,32.4,0,0,31,35,100,SYNTHETIC,55.2,0,0.35,Tuesday
Route 2 - Airport Link,16,3,0,8.1,0,0,19,34,100,SYNTHETIC,38.4,0,0.34,Thursday
Route 3 - University Shuttle,8,3,0,27.6,0,0,73,86,100,SYNTHETIC,37.7,1,0.86,Thursday
Route 8 - Beach/Leisure,18,4,0,20.9,0,1,56,63,100,SYNTHETIC,27.1,1,0.63,Friday
Route 1 - City Centre Express,16,0,0,11.9,0,0,36,44,100,SYNTHETIC,55.2,0,0.44,Monday
Route 1 - City Centre Express,19,5,1,35.6,0,0,55,42,100,SYNTHETIC,55.2,1,0.42,Saturday
Route 1 - City Centre Express,21,3,0,34.8,0,0,35,19,100,SYNTHETIC,55.2,0,0.19,Thursday
Route 2 - Airport Link,11,1,0,3.4,0,0,20,30,100,SYNTHETIC,38.4,0,0.3,Tuesday
Route 10 - West Ring,7,2,0,21.4,0,0,11,45,100,SYNTHETIC,26.9,1,0.45,Wednesday
Route 8 - Beach/Leisure,9,1,0,25.6,1,1,45,33,100,SYNTHETIC,27.1,1,0.33,Tuesday
Route 8 - Beach/Leisure,13,3,0,23.5,0,0,24,17,100,SYNTHETIC,27.1,0,0.17,Thursday
Route 3 - University Shuttle,21,3,0,32.1,0,0,27,15,100,SYNTHETIC,37.7,0,0.15,Thursday
Route 7 - Hospital Line,12,3,0,30.5,1,0,30,25,100,SYNTHETIC,37.7,0,0.25,Thursday
Route 8 - Beach/Leisure,18,3,0,22.1,0,1,77,69,100,SYNTHETIC,27.1,1,0.69,Thursday
Route 6 - Industrial Park,15,6,1,38.2,0,0,5,4,100,SYNTHETIC,45.9,0,0.04,Sunday
Route 9 - East Corridor,8,6,1,27.5,1,0,31,34,100,SYNTHETIC,35.6,1,0.34,Sunday
Route 6 - Industrial Park,11,3,0,17.2,1,0,29,29,100,SYNTHETIC,45.9,0,0.29,Thursday
Route 4 - North Suburbs,17,6,1,15.6,0,0,14,26,100,SYNTHETIC,30.0,1,0.26,Sunday
Route 7 - Hospital Line,17,5,1,29.9,0,0,13,35,100,SYNTHETIC,37.7,1,0.35,Saturday
Route 10 - West Ring,13,5,1,13.7,0,0,10,9,100,SYNTHETIC,26.9,0,0.09,Saturday
Route 9 - East Corridor,9,1,0,16.7,1,0,76,50,100,SYNTHETIC,35.6,1,0.5,Tuesday
Route 5 - South Connector,17,3,0,18.1,1,1,36,64,100,SYNTHETIC,24.6,1,0.64,Thursday
Route 6 - Industrial Park,8,2,0,22.8,1,0,79,114,100,SYNTHETIC,45.9,1,1.14,Wednesday
Route 10 - West Ring,20,0,0,18.5,0,0,37,21,100,SYNTHETIC,26.9,0,0.21,Monday
Route 8 - Beach/Leisure,8,0,0,9.5,1,0,20,27,100,SYNTHETIC,27.1,1,0.27,Monday
Route 6 - Industrial Park,7,4,0,29.3,1,0,21,99,100,SYNTHETIC,45.9,1,0.99,Friday
Route 3 - University Shuttle,14,2,0,16.8,1,0,25,23,100,SYNTHETIC,37.7,0,0.23,Wednesday
Route 10 - West Ring,14,5,1,36.2,0,0,3,14,100,SYNTHETIC,26.9,0,0.14,Saturday
Route 10 - West Ring,14,4,0,22.4,0,0,19,16,100,SYNTHETIC,26.9,0,0.16,Friday
Route 1 - City Centre Express,13,0,0,30.1,0,0,38,27,100,SYNTHETIC,55.2,0,0.27,Monday
Route 1 - City Centre Express,23,5,1,25.0,0,0,7,6,100,SYNTHETIC,55.2,0,0.06,Saturday
Route 2 - Airport Link,14,3,0,30.5,0,0,24,25,100,SYNTHETIC,38.4,0,0.25,Thursday
Route 4 - North Suburbs,13,3,0,24.6,0,0,21,24,100,SYNTHETIC,30.0,0,0.24,Thursday
Route 2 - Airport Link,12,6,1,21.9,0,0,23,27,100,SYNTHETIC,38.4,0,0.27,Sunday
Route 9 - East Corridor,7,4,0,28.7,0,0,10,70,100,SYNTHETIC,35.6,1,0.7,Friday
Route 10 - West Ring,16,0,0,39.9,1,0,16,24,100,SYNTHETIC,26.9,0,0.24,Monday
Route 2 - Airport Link,9,1,0,17.8,0,0,62,48,100,SYNTHETIC,38.4,1,0.48,Tuesday
Route 9 - East Corridor,16,2,0,26.4,0,0,19,27,100,SYNTHETIC,35.6,0,0.27,Wednesday
Route 2 - Airport Link,7,0,0,20.0,0,0,16,56,100,SYNTHETIC,38.4,1,0.56,Monday
Route 8 - Beach/Leisure,22,1,0,24.0,1,0,14,8,100,SYNTHETIC,27.1,0,0.08,Tuesday
Route 4 - North Suburbs,13,5,1,20.3,0,0,8,13,100,SYNTHETIC,30.0,0,0.13,Saturday
Route 1 - City Centre Express,20,0,0,2.7,0,0,69,34,100,SYNTHETIC,55.2,0,0.34,Monday
Route 5 - South Connector,13,1,0,18.4,1,0,20,10,100,SYNTHETIC,24.6,0,0.1,Tuesday
Route 9 - East Corridor,7,3,0,28.0,1,0,12,62,100,SYNTHETIC,35.6,1,0.62,Thursday
Route 10 - West Ring,19,0,0,13.9,0,0,48,35,100,SYNTHETIC,26.9,1,0.35,Monday
Route 2 - Airport Link,17,1,0,27.4,0,0,35,53,100,SYNTHETIC,38.4,1,0.53,Tuesday
Route 9 - East Corridor,18,6,1,21.5,0,0,32,31,100,SYNTHETIC,35.6,1,0.31,Sunday
Route 3 - University Shuttle,13,4,0,18.5,0,0,30,27,100,SYNTHETIC,37.7,0,0.27,Friday
Route 5 - South Connector,16,6,1,27.2,0,0,10,13,100,SYNTHETIC,24.6,0,0.13,Sunday
Route 2 - Airport Link,19,2,0,25.4,0,0,50,44,100,SYNTHETIC,38.4,1,0.44,Wednesday
Route 10 - West Ring,16,4,0,23.4,0,0,14,19,100,SYNTHETIC,26.9,0,0.19,Friday
Route 8 - Beach/Leisure,11,1,0,28.1,1,0,20,21,100,SYNTHETIC,27.1,0,0.21,Tuesday
Route 7 - Hospital Line,17,2,0,21.6,1,0,36,62,100,SYNTHETIC,37.7,1,0.62,Wednesday
Route 8 - Beach/Leisure,17,1,0,6.8,0,0,19,40,100,SYNTHETIC,27.1,1,0.4,Tuesday
Route 9 - East Corridor,21,5,1,17.0,1,0,14,15,100,SYNTHETIC,35.6,0,0.15,Saturday
Route 2 - Airport Link,12,1,0,5.6,1,1,43,43,100,SYNTHETIC,38.4,0,0.43,Tuesday
Route 3 - University Shuttle,12,1,0,25.3,0,0,25,25,100,SYNTHETIC,37.7,0,0.25,Tuesday
Route 1 - City Centre Express,18,3,0,27.2,0,0,89,100,100,SYNTHETIC,55.2,1,1.0,Thursday
Route 5 - South Connector,14,3,0,27.5,1,0,23,13,100,SYNTHETIC,24.6,0,0.13,Thursday
Route 5 - South Connector,18,2,0,23.9,0,0,38,35,100,SYNTHETIC,24.6,1,0.35,Wednesday
Route 1 - City Centre Express,13,2,0,27.7,0,0,32,31,100,SYNTHETIC,55.2,0,0.31,Wednesday
Route 7 - Hospital Line,9,2,0,7.4,0,0,53,43,100,SYNTHETIC,37.7,1,0.43,Wednesday
Route 1 - City Centre Express,18,6,1,19.1,0,0,55,60,100,SYNTHETIC,55.2,1,0.6,Sunday
Route 8 - Beach/Leisure,8,4,0,8.7,1,0,28,26,100,SYNTHETIC,27.1,1,0.26,Friday
Route 8 - Beach/Leisure,8,6,1,17.1,1,0,36,47,100,SYNTHETIC,27.1,1,0.47,Sunday
Route 9 - East Corridor,16,6,1,32.9,0,0,7,7,100,SYNTHETIC,35.6,0,0.07,Sunday
Route 2 - Airport Link,18,4,0,28.7,0,0,56,57,100,SYNTHETIC,38.4,1,0.57,Friday
Route 9 - East Corridor,20,5,1,25.3,0,0,24,12,100,SYNTHETIC,35.6,0,0.12,Saturday
Route 6 - Industrial Park,10,0,0,18.5,0,0,80,28,100,SYNTHETIC,45.9,0,0.28,Monday
Route 9 - East Corridor,7,6,1,12.1,0,1,12,42,100,SYNTHETIC,35.6,1,0.42,Sunday
Route 7 - Hospital Line,21,3,0,21.5,0,0,21,15,100,SYNTHETIC,37.7,0,0.15,Thursday
Route 7 - Hospital Line,8,4,0,28.9,1,0,60,71,100,SYNTHETIC,37.7,1,0.71,Friday
Route 1 - City Centre Express,8,1,0,23.3,1,1,135,193,100,SYNTHETIC,55.2,1,1.93,Tuesday
Route 7 - Hospital Line,10,0,0,7.3,0,0,40,20,100,SYNTHETIC,37.7,0,0.2,Monday
Route 5 - South Connector,15,6,1,20.8,0,0,9,13,100,SYNTHETIC,24.6,0,0.13,Sunday
Route 9 - East Corridor,19,3,0,4.7,0,0,66,55,100,SYNTHETIC,35.6,1,0.55,Thursday
Route 7 - Hospital Line,18,0,0,26.4,1,0,64,57,100,SYNTHETIC,37.7,1,0.57,Monday
Route 1 - City Centre Express,17,4,0,14.5,0,0,38,91,100,SYNTHETIC,55.2,1,0.91,Friday
Route 9 - East Corridor,8,0,0,10.2,1,0,48,65,100,SYNTHETIC,35.6,1,0.65,Monday
Route 1 - City Centre Express,11,3,0,26.5,0,1,42,41,100,SYNTHETIC,55.2,0,0.41,Thursday
Route 3 - University Shuttle,13,4,0,24.5,1,0,30,29,100,SYNTHETIC,37.7,0,0.29,Friday
Route 3 - University Shuttle,8,5,1,21.9,0,0,11,19,100,SYNTHETIC,37.7,1,0.19,Saturday
Route 10 - West Ring,10,3,0,37.5,1,0,42,19,100,SYNTHETIC,26.9,0,0.19,Thursday
Route 2 - Airport Link,10,2,0,25.1,1,0,45,24,100,SYNTHETIC,38.4,0,0.24,Wednesday
Route 9 - East Corridor,8,5,1,14.8,0,1,43,51,100,SYNTHETIC,35.6,1,0.51,Saturday
Route 3 - University Shuttle,15,1,0,24.2,0,0,21,20,100,SYNTHETIC,37.7,0,0.2,Tuesday
Route 7 - Hospital Line,17,0,0,17.7,0,0,27,60,100,SYNTHETIC,37.7,1,0.6,Monday
Route 1 - City Centre Express,7,1,0,30.1,0,0,17,81,100,SYNTHETIC,55.2,1,0.81,Tuesday
Route 4 - North Suburbs,14,5,1,22.2,0,0,9,13,100,SYNTHETIC,30.0,0,0.13,Saturday
Route 7 - Hospital Line,18,3,0,23.0,0,0,55,61,100,SYNTHETIC,37.7,1,0.61,Thursday
Route 8 - Beach/Leisure,18,0,0,8.5,0,0,31,44,100,SYNTHETIC,27.1,1,0.44,Monday
Route 9 - East Corridor,18,1,0,20.5,0,0,69,66,100,SYNTHETIC,35.6,1,0.66,Tuesday
Route 9 - East Corridor,13,0,0,19.5,0,0,25,22,100,SYNTHETIC,35.6,0,0.22,Monday
Route 6 - Industrial Park,19,5,1,11.8,0,1,24,17,100,SYNTHETIC,45.9,1,0.17,Saturday
Route 4 - North Suburbs,9,3,0,18.2,0,0,62,42,100,SYNTHETIC,30.0,1,0.42,Thursday
Route 3 - University Shuttle,11,0,0,23.5,1,0,27,24,100,SYNTHETIC,37.7,0,0.24,Monday
Route 10 - West Ring,8,1,0,20.0,0,0,41,53,100,SYNTHETIC,26.9,1,0.53,Tuesday
Route 7 - Hospital Line,13,4,0,8.7,0,0,22,27,100,SYNTHETIC,37.7,0,0.27,Friday
Route 10 - West Ring,12,4,0,17.8,0,0,21,22,100,SYNTHETIC,26.9,0,0.22,Friday
Route 5 - South Connector,9,5,1,16.3,0,0,25,16,100,SYNTHETIC,24.6,1,0.16,Saturday
Route 5 - South Connector,18,0,0,21.5,1,0,42,47,100,SYNTHETIC,24.6,1,0.47,Monday
Route 9 - East Corridor,10,0,0,20.7,1,0,56,22,100,SYNTHETIC,35.6,0,0.22,Monday
Route 8 - Beach/Leisure,10,0,0,16.7,0,0,20,13,100,SYNTHETIC,27.1,0,0.13,Monday
Route 3 - University Shuttle,8,2,0,16.4,0,0,78,76,100,SYNTHETIC,37.7,1,0.76,Wednesday
Route 6 - Industrial Park,13,5,1,20.5,0,0,2,9,100,SYNTHETIC,45.9,0,0.09,Saturday
Route 3 - University Shuttle,10,4,0,27.7,0,0,66,27,100,SYNTHETIC,37.7,0,0.27,Friday
Route 8 - Beach/Leisure,11,1,0,22.2,0,0,14,13,100,SYNTHETIC,27.1,0,0.13,Tuesday
Route 1 - City Centre Express,9,4,0,31.4,0,0,113,77,100,SYNTHETIC,55.2,1,0.77,Friday
Route 9 - East Corridor,18,4,0,29.1,0,0,66,72,100,SYNTHETIC,35.6,1,0.72,Friday
Route 10 - West Ring,20,1,0,32.0,1,0,44,18,100,SYNTHETIC,26.9,0,0.18,Tuesday
Route 1 - City Centre Express,14,5,1,30.9,0,1,29,20,100,SYNTHETIC,55.2,0,0.2,Saturday
Route 7 - Hospital Line,16,2,0,32.5,0,0,27,35,100,SYNTHETIC,37.7,0,0.35,Wednesday
Route 1 - City Centre Express,19,0,0,10.8,0,0,106,76,100,SYNTHETIC,55.2,1,0.76,Monday
Route 4 - North Suburbs,23,2,0,25.2,0,0,9,2,100,SYNTHETIC,30.0,0,0.02,Wednesday
Route 4 - North Suburbs,16,5,1,29.7,0,0,11,13,100,SYNTHETIC,30.0,0,0.13,Saturday
Route 6 - Industrial Park,20,4,0,31.2,0,0,79,28,100,SYNTHETIC,45.9,0,0.28,Friday
Route 10 - West Ring,20,1,0,13.8,0,0,35,28,100,SYNTHETIC,26.9,0,0.28,Tuesday
Route 5 - South Connector,18,5,1,25.3,0,0,26,21,100,SYNTHETIC,24.6,1,0.21,Saturday
Route 4 - North Suburbs,13,2,0,20.6,1,0,20,24,100,SYNTHETIC,30.0,0,0.24,Wednesday
Route 1 - City Centre Express,7,3,0,34.8,0,0,16,96,100,SYNTHETIC,55.2,1,0.96,Thursday
Route 9 - East Corridor,5,0,0,8.9,0,0,0,7,100,SYNTHETIC,35.6,0,0.07,Monday
Route 4 - North Suburbs,13,6,1,13.8,0,0,9,14,100,SYNTHETIC,30.0,0,0.14,Sunday
Route 5 - South Connector,14,5,1,5.5,0,0,10,7,100,SYNTHETIC,24.6,0,0.07,Saturday
Route 1 - City Centre Express,12,1,0,21.2,0,0,29,35,100,SYNTHETIC,55.2,0,0.35,Tuesday
Route 3 - University Shuttle,15,3,0,38.1,0,0,27,16,100,SYNTHETIC,37.7,0,0.16,Thursday
Route 6 - Industrial Park,15,5,1,19.6,0,0,0,4,100,SYNTHETIC,45.9,0,0.04,Saturday
Route 10 - West Ring,19,3,0,20.8,1,0,48,42,100,SYNTHETIC,26.9,1,0.42,Thursday
Route 4 - North Suburbs,7,1,0,24.4,0,0,7,54,100,SYNTHETIC,30.0,1,0.54,Tuesday
Route 6 - Industrial Park,9,6,1,19.1,0,0,15,16,100,SYNTHETIC,45.9,1,0.16,Sunday
Route 9 - East Corridor,18,1,0,22.9,0,0,67,69,100,SYNTHETIC,35.6,1,0.69,Tuesday
Route 4 - North Suburbs,19,2,0,23.1,0,0,59,49,100,SYNTHETIC,30.0,1,0.49,Wednesday
Route 3 - University Shuttle,23,2,0,13.2,0,0,12,4,100,SYNTHETIC,37.7,0,0.04,Wednesday
Route 1 - City Centre Express,19,6,1,19.2,0,0,54,53,100,SYNTHETIC,55.2,1,0.53,Sunday
Route 10 - West Ring,20,3,0,25.9,1,0,44,21,100,SYNTHETIC,26.9,0,0.21,Thursday
Route 2 - Airport Link,10,5,1,27.4,1,0,42,28,100,SYNTHETIC,38.4,0,0.28,Saturday
Route 3 - University Shuttle,12,6,1,30.4,0,0,5,7,100,SYNTHETIC,37.7,0,0.07,Sunday
Route 2 - Airport Link,9,6,1,22.7,0,0,63,41,100,SYNTHETIC,38.4,1,0.41,Sunday
Route 8 - Beach/Leisure,16,5,1,22.8,0,0,17,23,100,SYNTHETIC,27.1,0,0.23,Saturday
Route 4 - North Suburbs,21,6,1,26.0,0,0,16,10,100,SYNTHETIC,30.0,0,0.1,Sunday
Route 8 - Beach/Leisure,11,6,1,15.2,1,0,22,25,100,SYNTHETIC,27.1,0,0.25,Sunday
Route 7 - Hospital Line,15,6,1,14.9,0,0,11,19,100,SYNTHETIC,37.7,0,0.19,Sunday
Route 1 - City Centre Express,10,4,0,19.0,0,0,67,31,100,SYNTHETIC,55.2,0,0.31,Friday
Route 4 - North Suburbs,8,0,0,9.8,0,0,49,60,100,SYNTHETIC,30.0,1,0.6,Monday
Route 1 - City Centre Express,8,0,0,23.3,0,0,82,118,100,SYNTHETIC,55.2,1,1.18,Monday
Route 1 - City Centre Express,7,5,1,28.4,0,1,8,75,100,SYNTHETIC,55.2,1,0.75,Saturday
Route 5 - South Connector,21,2,0,14.3,0,0,18,13,100,SYNTHETIC,24.6,0,0.13,Wednesday
Route 3 - University Shuttle,12,5,1,23.5,0,0,3,3,100,SYNTHETIC,37.7,0,0.03,Saturday
Route 1 - City Centre Express,19,6,1,15.0,0,0,62,49,100,SYNTHETIC,55.2,1,0.49,Sunday
Route 5 - South Connector,17,4,0,11.9,0,0,19,40,100,SYNTHETIC,24.6,1,0.4,Friday
Route 5 - South Connector,8,5,1,36.4,0,0,27,22,100,SYNTHETIC,24.6,1,0.22,Saturday
Route 10 - West Ring,8,1,0,12.0,0,0,44,50,100,SYNTHETIC,26.9,1,0.5,Tuesday
Route 7 - Hospital Line,18,3,0,9.8,0,0,59,57,100,SYNTHETIC,37.7,1,0.57,Thursday
Route 4 - North Suburbs,9,6,1,21.7,0,0,32,20,100,SYNTHETIC,30.0,1,0.2,Sunday
Route 5 - South Connector,20,5,1,22.1,0,0,13,11,100,SYNTHETIC,24.6,0,0.11,Saturday
Route 1 - City Centre Express,8,1,0,25.3,0,0,84,106,100,SYNTHETIC,55.2,1,1.06,Tuesday
Route 4 - North Suburbs,17,6,1,36.0,0,0,18,20,100,SYNTHETIC,30.0,1,0.2,Sunday
Route 6 - Industrial Park,18,3,0,13.8,1,1,141,159,100,SYNTHETIC,45.9,1,1.59,Thursday
Route 1 - City Centre Express,9,5,1,15.4,1,0,67,46,100,SYNTHETIC,55.2,1,0.46,Saturday
Route 10 - West Ring,10,3,0,32.9,0,1,50,24,100,SYNTHETIC,26.9,0,0.24,Thursday
Route 6 - Industrial Park,21,4,0,27.5,0,0,34,16,100,SYNTHETIC,45.9,0,0.16,Friday
Route 8 - Beach/Leisure,9,1,0,26.4,0,0,26,19,100,SYNTHETIC,27.1,1,0.19,Tuesday
Route 3 - University Shuttle,13,2,0,15.3,0,0,22,22,100,SYNTHETIC,37.7,0,0.22,Wednesday
Route 9 - East Corridor,13,5,1,29.0,0,0,20,15,100,SYNTHETIC,35.6,0,0.15,Saturday
Route 4 - North Suburbs,9,5,1,26.4,0,0,25,15,100,SYNTHETIC,30.0,1,0.15,Saturday
Route 10 - West Ring,18,0,0,21.5,1,0,50,48,100,SYNTHETIC,26.9,1,0.48,Monday
Route 6 - Industrial Park,18,0,0,15.3,1,0,89,92,100,SYNTHETIC,45.9,1,0.92,Monday
Route 7 - Hospital Line,12,4,0,20.9,0,0,23,28,100,SYNTHETIC,37.7,0,0.28,Friday
Route 3 - University Shuttle,19,3,0,33.2,1,1,114,114,100,SYNTHETIC,37.7,1,1.14,Thursday
Route 10 - West Ring,9,5,1,11.2,0,0,23,19,100,SYNTHETIC,26.9,1,0.19,Saturday
Route 2 - Airport Link,0,0,0,13.6,0,0,5,0,100,SYNTHETIC,38.4,0,0.0,Monday
Route 1 - City Centre Express,15,2,0,15.0,0,0,24,31,100,SYNTHETIC,55.2,0,0.31,Wednesday
Route 5 - South Connector,23,0,0,16.7,0,0,10,1,100,SYNTHETIC,24.6,0,0.01,Monday
Route 9 - East Corridor,6,4,0,19.9,0,0,6,13,100,SYNTHETIC,35.6,0,0.13,Friday
Route 10 - West Ring,8,6,1,27.7,0,0,23,24,100,SYNTHETIC,26.9,1,0.24,Sunday
Route 9 - East Corridor,14,1,0,23.7,0,0,23,17,100,SYNTHETIC,35.6,0,0.17,Tuesday
Route 6 - Industrial Park,18,2,0,20.5,0,0,92,100,100,SYNTHETIC,45.9,1,1.0,Wednesday
Route 10 - West Ring,7,5,1,22.2,0,0,9,26,100,SYNTHETIC,26.9,1,0.26,Saturday
Route 5 - South Connector,12,0,0,25.0,0,0,13,19,100,SYNTHETIC,24.6,0,0.19,Monday
Route 5 - South Connector,18,6,1,6.5,0,0,23,22,100,SYNTHETIC,24.6,1,0.22,Sunday
Route 2 - Airport Link,12,6,1,28.6,0,0,22,21,100,SYNTHETIC,38.4,0,0.21,Sunday
Route 8 - Beach/Leisure,8,1,0,13.4,0,0,25,21,100,SYNTHETIC,27.1,1,0.21,Tuesday
Route 4 - North Suburbs,8,0,0,16.5,0,0,47,48,100,SYNTHETIC,30.0,1,0.48,Monday
Route 2 - Airport Link,12,4,0,22.7,0,0,29,29,100,SYNTHETIC,38.4,0,0.29,Friday
Route 4 - North Suburbs,13,0,0,19.4,0,0,18,20,100,SYNTHETIC,30.0,0,0.2,Monday
Route 7 - Hospital Line,19,3,0,23.9,0,0,52,53,100,SYNTHETIC,37.7,1,0.53,Thursday
Route 3 - University Shuttle,16,0,0,21.1,0,0,24,29,100,SYNTHETIC,37.7,0,0.29,Monday
Route 4 - North Suburbs,17,3,0,17.7,0,1,44,87,100,SYNTHETIC,30.0,1,0.87,Thursday
Route 4 - North Suburbs,22,2,0,32.2,1,0,17,10,100,SYNTHETIC,30.0,0,0.1,Wednesday
Route 6 - Industrial Park,12,4,0,25.7,0,0,31,31,100,SYNTHETIC,45.9,0,0.31,Friday
Route 8 - Beach/Leisure,12,6,1,22.4,1,0,27,24,100,SYNTHETIC,27.1,0,0.24,Sunday
Route 7 - Hospital Line,20,3,0,25.5,0,0,48,19,100,SYNTHETIC,37.7,0,0.19,Thursday
Route 2 - Airport Link,9,4,0,14.4,0,0,65,49,100,SYNTHETIC,38.4,1,0.49,Friday
Route 4 - North Suburbs,18,4,0,37.4,0,0,48,48,100,SYNTHETIC,30.0,1,0.48,Friday
Route 7 - Hospital Line,18,6,1,11.3,0,0,39,36,100,SYNTHETIC,37.7,1,0.36,Sunday
Route 3 - University Shuttle,7,1,0,20.9,0,0,11,76,100,SYNTHETIC,37.7,1,0.76,Tuesday
Route 1 - City Centre Express,13,1,0,17.7,0,0,33,28,100,SYNTHETIC,55.2,0,0.28,Tuesday
Route 4 - North Suburbs,8,2,0,17.4,0,0,50,59,100,SYNTHETIC,30.0,1,0.59,Wednesday
Route 7 - Hospital Line,8,5,1,16.4,0,0,38,45,100,SYNTHETIC,37.7,1,0.45,Saturday
Route 7 - Hospital Line,13,6,1,13.8,0,0,17,20,100,SYNTHETIC,37.7,0,0.2,Sunday
Route 2 - Airport Link,10,1,0,29.5,1,0,47,29,100,SYNTHETIC,38.4,0,0.29,Tuesday
Route 7 - Hospital Line,18,0,0,10.4,0,0,59,68,100,SYNTHETIC,37.7,1,0.68,Monday
Route 2 - Airport Link,20,4,0,27.9,1,0,45,30,100,SYNTHETIC,38.4,0,0.3,Friday
Route 8 - Beach/Leisure,18,4,0,25.2,0,1,66,61,100,SYNTHETIC,27.1,1,0.61,Friday
Route 6 - Industrial Park,9,2,0,17.0,1,1,154,102,100,SYNTHETIC,45.9,1,1.02,Wednesday
Route 2 - Airport Link,10,1,0,24.3,0,1,67,35,100,SYNTHETIC,38.4,0,0.35,Tuesday
Route 4 - North Suburbs,9,5,1,18.7,1,0,30,29,100,SYNTHETIC,30.0,1,0.29,Saturday
Route 9 - East Corridor,8,5,1,11.2,0,0,31,32,100,SYNTHETIC,35.6,1,0.32,Saturday
Route 5 - South Connector,21,5,1,11.3,0,0,12,7,100,SYNTHETIC,24.6,0,0.07,Saturday
Route 7 - Hospital Line,12,4,0,25.2,0,0,22,32,100,SYNTHETIC,37.7,0,0.32,Friday
Route 8 - Beach/Leisure,9,1,0,24.8,1,0,32,22,100,SYNTHETIC,27.1,1,0.22,Tuesday
Route 1 - City Centre Express,19,2,0,21.9,0,1,170,110,100,SYNTHETIC,55.2,1,1.1,Wednesday
Route 10 - West Ring,12,0,0,16.9,0,0,16,23,100,SYNTHETIC,26.9,0,0.23,Monday
